ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : Ûéú ̄ÖμÖÖ ‡®ÖÛêú †®Öã ̄Öæ ̧üÛú  ̄ÖÏ¿®Ö ÛúÖ ˆ¢Ö ̧ü ¤üß×•Ö‹...	श्री उपसभाषति : देखिए।...(व्यवधान)...कुछ भी अभिलिखित नहीं होगा। यह नहीं
†Öî ̧ü, †ÃÖ ́Ö ÃÖê  ̄ÖÏÖ ̄ŸÖ 196 †Ö3⁄4Öê¤ü®ÖÖë  ́Öë ÃÖê 136  ̄Ö ̧ü ÛúÖ ̧Ôü3⁄4ÖÖ‡Ô †Ö ̧ü ́3Ö Ûú ̧ü ¤üß ÝÖ‡Ô Æîü... ŸÖÖê	नहीं गया।
μÖÆüß 2ÖÖŸÖ Æîü...	श्री शिवराज वी. पाटिल : यह विदेशियों विषयक अधिनियम दक्षिण में प्रासंगिक
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : †ÝÖ»ÖÖ  ̄ÖÏ¿®Ö...	नहीं है; यह अन्य स्थानों के लिए प्रासंगिक है...(व्यवधान)...
¤ü×õÖÞÖ 3ÖÖ ̧üŸÖ  ́Öë †ÖŸÖÓÛú3⁄4ÖÖ¤üß ÝÖ×ŸÖ×3⁄4Ö×¬ÖμÖÖÓ	श्री रवि शंकर प्रसाद : आपकी अधिसूचना प्रासंगिक है।
*142. ÁÖß 1ý¦ü®ÖÖ ̧üÖμÖÞÖ  ̄ÖÖ×ÞÖ †	श्री उपसभाषति : आप उनको जवाब देने दीजिए
: ŒμÖÖ ÝÖéÆü  ́ÖÓ¡Öß μÖÆü 2ÖŸÖÖ®Öê Ûúß Ûéú ̄ÖÖ Ûú ̧ëüÝÖê ×Ûú :	श्री शिवराज वी. पाटिल : महोदय, जहां तक अन्य राज्यों का संबंध है, विदेशियों
ÁÖß  ̧ü×3⁄4Ö ¿ÖÓÛú ̧ü  ̄ÖÏÃÖÖ¤ü	विषयक अधिनियम अपरिवर्तित है। कृपया समझिए कि अधिनियम भिन्न नहीं है; नियम
(Ûú) ŒμÖÖ ÃÖ ̧üÛúÖ ̧ü ÛúÖê ‡ÃÖ 2ÖÖŸÖ Ûúß •ÖÖ®ÖÛúÖ ̧üß Æîü ×Ûú ¤ü×õÖÞÖ 3ÖÖ ̧üŸÖ  ́Öë †ÖŸÖÓÛú3⁄4ÖÖ¤üß	भिन्न नहीं है; कुछ राज्यों को छोड्कर अन्य सभी राज्यों में अधिनियम वही है; नियम
ÝÖ×ŸÖ×3⁄4Ö×¬ÖμÖÖë  ́Öë 3⁄4Öé× ̈ü ÆüÖê  ̧üÆüß Æîü;	वही हैं...(व्यवधान)...
(ÜÖ) μÖ×¤ü ÆüÖÓ, ŸÖÖê ŸÖŸÃÖÓ2ÖÓ¬Öß 2μÖÖî ̧üÖ ŒμÖÖ Æîü †Öî ̧ü ‡ÃÖÛêú ŒμÖÖ ÛúÖ ̧üÞÖ Æïü;	श्री बलवीर के. पुंज : लेकिन इसको असम के मामले में क्यों परिवर्तित कर दिया
(ÝÖ) μÖ×¤ü ÆüÖÓ, ŸÖÖê ‡®Æëü  ̧üÖêÛú®Öê Ûêú ×»Ö‹ ŒμÖÖ ˆ ̄ÖÖμÖ ×Ûú‹ ÝÖ‹ Æïü; †Öî ̧ü	गया?
(‘Ö)  ̄Ö×¿“Ö ́Öß ŸÖTMüßμÖ õÖê¡ÖÖë  ́Öë †ÖŸÖÓÛú3⁄4ÖÖ×¤üμÖÖë ÛúÖê ×3⁄4Ö¤êü¿ÖÖë ÃÖê × ́Ö»Ö®Öê 3⁄4ÖÖ»Öß ÃÖÆüÖμÖŸÖÖ	श्री उपसभाषति : यह प्रश्न का हिस्सा नहीं है।
ÛúÖê  ̧üÖêÛú®Öê Ûêú ×»Ö‹ ŒμÖÖ  ̄ÖÏμÖÖÃÖ ×Ûú‹ •ÖÖ  ̧üÆêü Æïü?	श्री शिवराज वी. पाटिल : महोदय, मैं इस प्रकार के हस्तक्षेपों का उत्तर नहीं
ÝÖéÆü  ́ÖÓ¡Öß (ÁÖß ×¿Ö3⁄4Ö ̧üÖ•Ö 3⁄4Öß.  ̄ÖÖ×TMü»Ö) : (Ûú) ÃÖê (‘Ö) ‹Ûú ×3⁄4Ö3⁄4Ö ̧üÞÖ ÃÖ3ÖÖ  ̄ÖTMü»Ö  ̄Ö ̧ü  ̧üÜÖ	दूंगा। सहोदय, मैं यह स्पष्ट करने की चेष्टा कर रहा हूं कि विदेशियों विषयक
×¤üμÖÖ ÝÖμÖÖ Æîü...	अधिनियम दो या तीन वर्षों पहले जैसा दक्षिणी राज्यों के लिए था उससे भिन्न नहीं है।
×3⁄4Ö3⁄4Ö ̧üÞÖ	कृपया इसको समझें। यहां तक कि नियमों को भी नहीं बदला गया है जहां तक उन
(Ûú) †Öî ̧ü (ÜÖ) ˆ ̄Ö»Ö2¬Ö ÃÖæ“Ö®ÖÖ Ûêú †®ÖãÃÖÖ ̧ü 2005  ́Öë †ÖŸÖÓÛú3⁄4ÖÖ¤ü Ûúß ¤üÖê ‘ÖTMü®ÖÖμÖë,	राज्यों का संबंध है। यह एक ही चीज है।
‹Ûú †Ö®¬ÖÐ  ̄ÖÏ¤êü¿Ö  ́Öë †Öî ̧ü ¤æüÃÖ ̧üß Ûú®ÖÖÔTMüÛú  ́Öë Æãü‡Ô £Öà...	श्री रवि शंकर प्रसाद : लेकिन आतंकवादी उन सीमाओं से होकर आते हैं।
(ÝÖ) ÃÖ ̧üÛúÖ ̧ü ®Öê †ÖŸÖÓÛú3⁄4ÖÖ¤üß ÃÖÓÝÖšü®ÖÖë Ûúß ÝÖ×ŸÖ×3⁄4Ö×¬ÖμÖÖë ÃÖê ×®Ö ̄ÖTMü®Öê Ûêú ×»Ö‹ ÃÖß ́ÖÖ  ̄ÖÖ ̧ü	श्री शिवराज वी. पाटिल : महोदय, क्या मैं ऐसी चर्चा का उत्तर दे सकता हूं? मैं
ÃÖê †3⁄4Öî¬Ö ÝÖ×ŸÖ×3⁄4Ö×¬ÖμÖÖë ÛúÖê  ̧üÖêÛú®Öê ÆêüŸÖã ÃÖß ́ÖÖ  ̄ÖÏ2ÖÓ¬Ö®Ö ÛúÖê ÃÖã¥üœÍü Ûú ̧üÛêú †ÖÃÖæ“Ö®ÖÖ ŸÖÓ¡Ö ÛúÖê	इस पर चर्चा के लिए तैयार हूं लेकिन जब भी हम चर्चा करते हैं, मैं माननीय सदस्य
“ÖãÃŸÖ 2Ö®ÖÖ Ûú ̧ü, Ûêú®¦ü †Öî ̧ü  ̧üÖ•μÖÖë Ûúß ×3⁄4Ö×3Ö®®Ö ‹•Öë×ÃÖμÖÖë Ûêú 2Öß“Ö ÝÖÆü®Ö  ̄ÖÖ ̧üÃ ̄Ö× ̧üÛú ×ÛÎúμÖÖ,	से यह अनुरोध करूंगा कि वे सभा में उपस्थित रहें और अपनी बातें कहें तथा मेरा
ÃÖ ́Ö×®3⁄4ÖŸÖ ÛúÖ ̧Ôü3⁄4ÖÖ‡Ô «üÖ ̧üÖ ˆÝÖÏ3⁄4ÖÖ×¤üμÖÖë †Öî ̧ü  ̧üÖÂTMÒü ×3⁄4Ö ̧üÖê¬Öß ŸÖŸ3⁄4ÖÖë Ûúß μÖÖê•Ö®ÖÖ†Öë ÛúÖê ×®Ö×ÂÛÎúμÖ	उत्तर सुनने के लिए सभा में उपस्थित भी रहें, अन्यथा...(व्यवधान)। मैं यह कहने की
Ûú ̧üÛêú, ˆ®®ÖŸÖ †¬Öã®ÖÖŸÖ®Ö Æü×£ÖμÖÖ ̧üÖë †Öî ̧ü ÃÖÓ“ÖÖ ̧ü  ̄ÖÏÞÖÖ»Öß ÃÖê  ̄Öã×»ÖÃÖ †Öî ̧ü ÃÖã ̧üõÖÖ 2Ö»ÖÖë ÛúÖ	चेष्टा कर रहा हूं कि कुछ संगठनों की पहचान की गई थी। अब, कुछ राज्यों में कुछ
†Ö¬Öã×®ÖÛúßÛú ̧üÞÖ †Öî ̧ü ˆ®®ÖμÖ®Ö †Ö×¤ü Ûú ̧üÛêú 2ÖÆãü-†ÖμÖÖ ́Öß ¥ü×ÂTMüÛúÖêÞÖ † ̄Ö®ÖÖμÖÖ Æîü... Ûêú®¦ü ÃÖ ̧üÛúÖ ̧ü	समूह थे और हमने कार्रवाई भी की थी लेकिन उनकी संख्या थोडी है। वे अधिक संख्या
3Öß ÜÖŸÖ ̧êü Ûúß †Ö¿ÖÓÛúÖ †Öî ̧ü †ÖŸÖÓÛú3⁄4ÖÖ¤üß ÃÖÓÝÖšü®ÖÖë Ûúß ÝÖ×ŸÖ×3⁄4Ö×¬ÖμÖÖë Ûêú 2ÖÖ ̧êü  ́Öë ÃÖ ́ÖμÖ-ÃÖ ́ÖμÖ	में नहीं हैं।
† ÃÖ3ÖÖ  ́Öë μÖÆü  ̄ÖÏ¿®Ö ÁÖß 1ý¦ü®ÖÖ ̧üÖμÖÞÖ  ̄ÖÖ×ÞÖ «üÖ ̧üÖ  ̄Öæ”ûÖ ÝÖμÖÖ...	डा. पी.सी. अलेक्जेंडर : महोदय, गृह मंत्री से मेरा प्रश्न खण्ड (ग) के दिए गए
μÖê •ÖÖ®Ö®ÖÖ “ÖÖÆüŸÖê Æïü ×Ûú ¤æüÃÖ ̧êü »ÖÖêÝÖ ‡ÃÖê ŒμÖÖë 2Öê“Ö  ̧üÆêü Æïü... ¤æüÃÖ ̧êü »ÖÖêÝÖ ‡ÃÖê	उत्तर की अपर्याप्तता के बारे में है। जबकि खण्ड (ग) में समस्या को एक कानून-व्यवस्था
‡ÃÖ×»Ö‹ 2Öê“Ö  ̧üÆêü Æïü ŒμÖÖë×Ûú 3⁄4Öê •μÖÖ¤üÖ  ̄ÖÏ×ŸÖÃ ̄Ö¬Öá Æïü... μÖ×¤ü Æü ́Ö  ̄ÖÏ×ŸÖÃ ̄Ö¬Öá ÆüÖê ÃÖÛúŸÖê Æïü ŸÖÖê	के रूप में लेकर इससे निपटने के लिए सरकार द्वारा किए गए उपायों का वर्णन है,
»ÖÖêÝÖ Æü ́ÖÖ ̧üß “ÖÖμÖ 3Öß ÜÖ ̧üß¤ëüÝÖê... †Ö×ÜÖ ̧üÛúÖ ̧ü 3⁄4Öê †“”ûß Ûúß ́ÖŸÖ “ÖÖÆüŸÖê Æïü... †Öî ̧ü,  ́Öï μÖÆü	महिला पुलिस कर्मियों की संख्या
ÛúÆüŸÖÖ †ÖμÖÖ ÆæÓü ×Ûú μÖÆü Ûêú3⁄4Ö»Ö ˆÃÖ ‰Óú“Öß »ÖÖÝÖŸÖ Ûêú ÛúÖ ̧üÞÖ Æîü •ÖÖê ×Ûú  ̄Öã ̧üÖ®Öß ôÖÖ×›ÍüμÖÖë ‹3⁄4ÖÓ	*143. श्रीमती एन.पी. दुर्गा : क्या गृह मंत्री यह बताने की कृपा करेंगे कि :
‰Óú“Öß ÁÖ ́Ö »ÖÖÝÖŸÖ ÃÖê ˆŸ ̄Ö®®Ö ÆüÖê  ̧üÆüß Æîü......(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...	(क) क्या यह सच है कि देश में महिला पुलिस कर्मियों की संख्या पुरुष
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : †×®ŸÖ ́Ö †®Öã ̄Öæ ̧üÛú  ̄ÖÏ¿®Ö......(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...®ÖÆüà, ®ÖÆüà......(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...	पुलिसकर्मियों की कुल संख्या का 2.5 प्रतिशत भी नहीं है;
Æü ́Ö »ÖÖêÝÖ  ̄ÖÆü»Öê Æüß ‹Ûú  ̄ÖÏ¿®Ö  ̄Ö ̧ü 20 × ́Ö®ÖTMü »ÖÝÖÖ “ÖãÛêú Æïü......(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)... ́Öï®Öê ¤ü»Ö3⁄4ÖÖ ̧ü	(ख) क्या यह भी सच है कि आंध्र प्रदेश में महिला पुलिसकर्मियों की संख्या पुरुष
ÃÖ ́ÖμÖ ×¤üμÖÖ Æîü... ®ÖÆüà, ‹êÃÖÖ ®ÖÆüà ÆüÖê ÃÖÛúŸÖÖ...	पुलिसकर्मियों की संख्या की तुलना में 2.5 प्रतिशत के राष्ट्रीय औसत से भी कम है;
ÁÖß ×«ü•Öê®¦ü ®ÖÖ£Ö ¿Ö ́ÖÖÔ :  ́ÖÆüÖê¤üμÖ, †ÃÖ ́Ö  ̄ÖÏ ́ÖãÜÖ “ÖÖμÖ ˆŸ ̄ÖÖ¤üÛú  ̧üÖ•μÖ Æîü...	और
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : †Ö ̄Ö Ûéú ̄ÖμÖÖ ÃÖÓ×õÖ ̄ŸÖ  ̄ÖÏ¿®Ö  ̧üÜÖë...	(ग) यदि हां, तो राज्य पुलिस सेवाओं में महिलाओं की भर्ती सहित लैंगिक आधार
ÁÖß ×«ü•Öê®¦ü ®ÖÖ£Ö ¿Ö ́ÖÖÔ :  ́ÖÆüÖê¤üμÖ,  ́Öï  ̄ÖÏ¿®Ö  ̧üÜÖ  ̧üÆüÖ ÆæÓü... †ÃÖ ́Ö ¤êü¿Ö  ́Öë  ̄ÖÏ ́ÖãÜÖ “ÖÖμÖ	पर किसी प्रकार का भेदभाव न होने देने के लिए सरकार द्वारा क्या सकारात्मक कद्म
ˆŸ ̄ÖÖ¤üÛú  ̧üÖ•μÖ Æîü †Öî ̧ü †ÃÖ ́Ö Ûêú †×¬ÖÛúŸÖ ̧ü “ÖÖμÖ 2ÖÖÝÖÖ®Ö †Ö•Ö 1ýÝÞÖ  ́Öë Æïü...  ́Öê ̧üÖ  ̄ÖÏ¿®Ö μÖÆü	उठाए जा रहे हैं?
Æîü...  ́ÖÖ®Ö®ÖßμÖ  ́ÖÓ¡Öß  ́ÖÆüÖê¤üμÖ ®Öê ÃÖ ́Öæ“Öê ¤êü¿Ö Ûêú ×»Ö‹ »ÖÝÖ3ÖÝÖ 100 Ûú ̧üÖê›Íü 1ý ̄Ö‹ Ûêú  ̄ÖîÛêú•Ö Ûúß	गृह मंत्री (श्री शिवराज वी. पाटिल) : (क) से (ग) एक विवरण सभा पटल पर रख
‘ÖÖêÂÖÞÖÖ Ûúß Æîü... Ã3⁄4ÖμÖÓ †ÃÖ ́Ö  ́Öë Æüß 900 ÃÖê †×¬ÖÛú “ÖÖμÖ 2ÖÖÝÖÖ®Ö Æïü, †Öî ̧ü ˆ®Ö ́Öë ÃÖê	दिया गया है ।
†×¬ÖÛúŸÖ ̧ü ...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...	विवरण
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : †Ö ̄Ö  ̄ÖÏ¿®Ö  ̄Öæ”ëû...	(क) 01-01-2005 की स्थिति के अनुसार, भारत में महिला पुलिस कार्मिकों की
ÁÖß ×«ü•Öê®¦ü ®ÖÖ£Ö ¿Ö ́ÖÖÔ :  ́ÖÆüÖê¤üμÖ, ‹Ûú × ́Ö®ÖTMü... ˆ®Ö ́Öë ÃÖê †×¬ÖÛúŸÖ ̧ü 3⁄4ÖéÆü¤ü “ÖÖμÖ	संख्या, कुल पुलिस बल की नफरी का 2.5 प्रतिशत थी। राज्य/संघ शासित क्षेत्र-वार
2ÖÖÝÖÖ®Ö Æïü... †2Ö,  ́ÖÆüÖê¤üμÖ,  ́Öê ̧üÖ ÛúÆü®ÖÖ μÖÆü Æîü ×Ûú “ÖÖμÖ ˆaÖêÝÖ Ûêú  ̄Öã®Ö•Öá3⁄4Ö®Ö Ûêú ×»Ö‹ ŒμÖÖ	ब्यौरा विवरण-1 में दिया गया है (नीचे देखिए)।
μÖÆü 100 Ûú ̧üÖê›Íü 1ý ̄Ö‹  ̄ÖμÖÖÔ ̄ŸÖ Æïü...	(ख) जी हां, श्रीमान। 01-01-2005 की स्थिति के अनुसार आंध्र प्रदेश में महिला
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : ˆ®ÆüÖë®Öê ÛúÆüÖ Æîü ×Ûú 4000 Ûú ̧üÖê›Íü 1ý ̄Ö‹ Ûúß ×®Ö×¬Ö 3Öß Æîü...	पुलिस कार्मिकों की संख्या, आंध्र प्रदेश में कुल पुलिस बल की नफरी का 1.84 प्रतिशत
ˆ®ÆüÖë®Öê  ̄ÖÆü»Öê Æüß μÖÆü ÛúÆüÖ Æîü......(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...Ûêú3⁄4Ö»Ö 100 Ûú ̧üÖê›Íü 1ý ̄Ö‹ Æüß ®ÖÆüà Æïü...	थी |
ÁÖß ×«ü•Öê®¦ü ®ÖÖ£Ö ¿Ö ́ÖÖÔ :  ́ÖÆüÖê¤üμÖ,  ́Öê ̧üÖ  ̄ÖÏ¿®Ö μÖÆü Æîü ×Ûú : †ÃÖ ́Ö ÛúÖ ×ÆüÃÃÖÖ	(ग) पुलिस, संविधान की राज्य सूची का विषय है। तथापि, सरकार, पुलिस
×ÛúŸÖ®ÖÖ Æîü?	सुधारों के भाग के रूप में, राज्यों और संघ शासित क्षेत्रों से कहती रहती है कि वे एक
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : Ûéú ̄ÖμÖÖ  ̄ÖÏ¿®Ö  ̄Öæ”ëû...	निश्चित समयावधि में महिला पुलिस कर्मियों की भर्ती को बढाकर, कुल नफरी का कम
ÁÖß ×«ü•Öê®¦ü ®ÖÖ£Ö ¿Ö ́ÖÖÔ :  ́ÖÆüÖê¤üμÖ,  ̄ÖÏ¿®Ö ÛúÖ ‹Ûú 3ÖÖÝÖ ¿ÖêÂÖ Æîü...  ́ÖÆüÖê¤üμÖ, ¤æüÃÖ ̧üÖ 3ÖÖÝÖ	से कम 10% तक करने के लिए कदम उठाएं और पुलिस बल को महिलाओं के प्रति
μÖÆü Æîü ×Ûú  ̧üÖ•μÖ  ́Öë Ûãú”û “ÖÖμÖ 2ÖÖÝÖÖ®ÖÖë ÛúÖê ×¿Ö×õÖŸÖ 2Öê ̧üÖê•ÖÝÖÖ ̧üÖë «üÖ ̧üÖ  ̄ÖÏÖ ̧ü ́3Ö ×ÛúμÖÖ ÝÖμÖÖ Æîü...	सुग्राही बनाने के लिए कारगर उपाय करें।
3⁄4ÖÂÖÖí ÃÖê “ÖÖμÖ Ûúß Ûúß ́ÖŸÖ  ́Öë ×ÝÖ ̧üÖ3⁄4ÖTMü †Ö®Öê Ûêú ÛúÖ ̧üÞÖ 2Ö¤üÆüÖ»Ö Æïü...	पुलिस को महिलाओं के प्रति सुग्राही बनाने से संबंधित अच्छी परिपाटियों को
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : †Ö ̄Ö Ûêú3⁄4Ö»Ö  ̄ÖÏ¿®Ö  ̄Öæ”ëû...	हैदराबाद में राष्ट्रीय पुलिस अकादमी की पुलिस प्रशिक्षण प्रणाली के अनिवार्य संघटक के
ÁÖß ×«ü•Öê®¦ü ®ÖÖ£Ö ¿Ö ́ÖÖÔ :  ́Öï μÖÆü •ÖÖ®Ö®ÖÖ “ÖÖÆüŸÖÖ ÆæÓü ×Ûú ‡®Ö ”ûÖêTMêü “ÖÖμÖ ˆŸ ̄ÖÖ¤üÛúÖë ÛúÖê	रूप में सम्मिलित किया गया है और साथ ही, जैसाकि पुलिस अनुसंधान तथा विकास
2Ö“ÖÖ®Öê Ûêú ×»Ö‹ ŒμÖÖ ÛúÖê‡Ô Ûú¤ü ́Ö ˆšüÖμÖÖ ÝÖμÖÖ Æîü...	ब्यूरो (बी.पी.आर. एंड डी.) द्वारा परिचालित किया है, इसे राज्य पुलिस प्रशिक्षण संस्थानों
“ÖÖμÖ Ûúß ®Öß»ÖÖ ́Öß μÖÖ ×2ÖÛÎúß  ́ÖÖ®μÖŸÖÖ ̄ÖÏÖ ̄ŸÖ ®Öß»ÖÖ ́Öß Ûêú®¦üÖë Ûêú  ́ÖÖ¬μÖ ́Ö ÃÖê ®ÖÆüà Ûúß •ÖÖŸÖß, ŸÖ2Ö	के प्रशिक्षण पाठ्यक्रमों में भी शामिल किया गया है। राष्ट्रीय महिला आयोग और
ŸÖÛú ÛúÖê‡Ô †®Öã¤üÖ®Ö  ̄ÖÏÖ ̄ŸÖ ®ÖÆüà ÆüÖê ÃÖÛúŸÖÖ... μÖæ.‹®Ö.ÃÖß.TMüß.‹.›üß. ®Öê † ̄Ö®Öß × ̧ü ̄ÖÖêTMÔü  ́Öë Ã ̄ÖÂTMü	बी.पी.आर. एंड डी. द्वारा आयोजित सम्मेलनों के माध्यम से भी इनका प्रचार-प्रसार किया
oþ ̄Ö ÃÖê ÛúÆüÖ Æîü ×Ûú Ûúß×®ÖμÖÖ †Öî ̧ü 3ÖÖ ̧üŸÖ  ́Öë ÝÖãÞÖ3⁄4Ö¢ÖÖ ̄ÖæÞÖÔ ®Öß»ÖÖ ́Öß  ̄ÖÏÞÖÖ×»ÖμÖÖÓ Æïü... †ŸÖ: μÖÖ	जा रहा है |
ŸÖÖê ‡ÃÖ ÜÖÞ›ü ÛúÖê ×Ûú 80  ̄ÖÏ×ŸÖ¿ÖŸÖ ®Öß»ÖÖ ́Öß Ûêú  ́ÖÖ¬μÖ ́Ö ÃÖê 2Öê“Öß •ÖÖ®Öß “ÖÖ×Æü‹, ÆüTMüÖ ¤êü®ÖÖ	दूसरा जो भाग है इस सवाल का, सर, इस सवाल में नमक-मिर्च डालकर
“ÖÖ×Æü‹ μÖÖ ‡ÃÖÛúß Ûú× ́ÖμÖÖë ÛúÖê ÃÖÓ¿ÖÖê×¬ÖŸÖ ×ÛúμÖÖ •ÖÖ®ÖÖ “ÖÖ×Æü‹... ‡ÃÖ×»Ö‹,  ́ÖÖ®Ö®ÖßμÖ  ́ÖÓ¡Öß •Öß	उसको ज्यादा टेस्टी बनाने के लिए बनाया गया है, अगर उसमें कुछ गलती होगी तो
ÃÖê  ́Öê ̧üÖ  ̄ÖÏ¿®Ö Æîü ×Ûú : ŒμÖÖ μÖê Æü ́ÖÖ ̧üß ®Öß»ÖÖ ́Öß  ̄ÖÏÞÖÖ»Öß  ́Öë 3⁄4μÖÖ ̄ŸÖ Ûú× ́ÖμÖÖë ÛúÖê ÃÖã¬ÖÖ ̧ü®Öê Ûêú	हम दुरुस्त कर देंगे। अगर सवाल नहीं भी है तो आप पूछ सकते हैं, हमको मालूम है,
×»Ö‹ ÛúÖê‡Ô ÛúÖ ̧Ôü3⁄4ÖÖ‡Ô Ûú ̧ü®Öê 3⁄4ÖÖ»Öê Æïü?	यह हम मानकर चलेंगे।
ÁÖß Ûú ́Ö»Ö ®ÖÖ£Ö :  ́ÖÆüÖê¤üμÖ,  ́ÖÖ®Ö®ÖßμÖ ÃÖ¤üÃμÖ •ÖÖê ÛúÆü  ̧üÆêü Æïü, 3⁄4ÖÆü  ́Öï ÃÖ ́ÖôÖ  ̧üÆüÖ ÆæÓü	श्री उपसभापति : अगला प्रश्न, श्रीमती एन.पी. दुर्गा। (व्यवधान)
×Ûú ®Öß»ÖÖ ́Öß † ̄Ö®Öê †Ö ̄Ö  ́Öë ÝÖ»ÖŸÖ “Öß•Ö ®ÖÆüà Æîü... ¿ÖÖμÖ¤ü, Ûãú”û ÃÖã¬ÖÖ ̧ü μÖÖ ÃÖÓ¿ÖÖê¬Ö®Ö Æïü	श्री एस.एस. अहलुवालिया : सर, देखिए।...(व्यवधान)...
×•Ö®ÖÛúÖê μÖê ®Öß»ÖÖ ́Öß  ̄ÖÏÞÖÖ»Öß  ́Öë »ÖÖ®Öê ÛúÖ ÃÖãôÖÖ3⁄4Ö ¤êü  ̧üÆêü Æïü... †Öî ̧ü  ́ÖãôÖê  ́ÖÖ®Ö®ÖßμÖ ÃÖ¤üÃμÖ ÛúÖê	श्री उपसभाषति : प्रश्न सं. 143...(व्यवधान)...
†3⁄4Ö¿μÖ Æüß μÖÆü ÛúÆü®ÖÖ “ÖÖ×Æü‹ - ˆ®ÆüÖë®Öê ˆ»»ÖêÜÖ ×ÛúμÖÖ ×Ûú  ̄Ö ̧ü ́ ̄Ö ̧üÖÝÖŸÖ “ÖÖμÖ ¤ü×õÖÞÖß 3ÖÖ ̧üŸÖ	श्री एस.एस. अहलुवालिया : मंत्री महोदय, इस तरह से अपमान करते हैं राष्ट्रभाषा
́Öë ˆ ̄Ö•ÖÖμÖß •ÖÖŸÖß Æîü - ×Ûú  ̄Ö ̧ü ́ ̄Ö ̧üÖÝÖŸÖ “ÖÖμÖ  ́ÖãÜμÖŸÖ: ¤üÖÙ•ÖØ»ÖÝÖ  ́Öë ˆ ̄Ö•ÖÖμÖß •ÖÖŸÖß Æîü,	का?....(व्यवधान)...राष्ट्रभाषा का अपमान कर रहे हैं, वे नहीं मान रहे, टोंट करते हैं
¤ü×õÖÞÖß 3ÖÖ ̧üŸÖ  ́Öë ®ÖÆüà... †3Öß Æü ́Ö »ÖÖêÝÖ ÃÖ ́ÖÃŸÖ ®Öß»ÖÖ× ́ÖμÖÖë Ûêú ×»Ö‹ ‡Ô-®Öß»ÖÖ ́Öß  ̄»ÖêTMü±úÖ ́ÖÔ  ̄Ö ̧ü	ऊपर से।...(व्यवधान)...
ÛúÖ ́Ö Ûú ̧ü  ̧üÆêü Æïü... †Öî ̧ü, μÖ×¤ü  ́ÖÖ®Ö®ÖßμÖ ÃÖ¤üÃμÖ Ûêú  ̄ÖÖÃÖ ®Öß»ÖÖ ́Öß  ̄ÖÏÞÖÖ»Öß ÛúÖê ÃÖÓ¿ÖÖê×¬ÖŸÖ Ûú ̧ü®Öê	श्री उपसभापति : 1431 आप जवाब दीजिए 143 का।
μÖÖ ÃÖ ̧ü»Ö 2Ö®ÖÖ®Öê μÖÖ ÃÖã¬ÖÖ ̧ü®Öê ÛúÖ ÛúÖê‡Ô ÃÖãôÖÖ3⁄4Ö ÆüÖê ŸÖÖê Æü ́Öë ˆ®ÖÛúÖê •ÖÖ®ÖÛú ̧ü  ̄ÖÏÃÖ®®ÖŸÖÖ ÆüÖêÝÖß...	श्री अमर सिंह : हिन्दी का अपमान गलत है। हिन्दी का अपमान इस देश के
ÁÖß ŸÖÖ× ̧üÞÖß ÛúÖÓŸÖ  ̧üÖμÖ :  ́ÖÆüÖê¤üμÖ,  ́ÖÓ¡Öß  ́ÖÆüÖê¤üμÖ ®Öê ÛúÆüÖ ×Ûú 3ÖÖ ̧üŸÖ  ́Öë †×¬ÖÛúŸÖ ̧ü	लोग और उत्तर प्रदेश के लोग बर्दाश्त नहीं करेंगे...(व्यवधान)...राष्ट्रभाषा का अपमान
“ÖÖμÖ ×3⁄4Ö×®Ö ́ÖÖÔŸÖÖ ÃÖß.TMüß.ÃÖß. “ÖÖμÖ Ûêú Æïü •Ö2Ö×Ûú †ÓŸÖ ̧üÖÔÂTMÒüßμÖ oþ ̄Ö ÃÖê,  ̄Ö ̧ü ́ ̄Ö ̧üÖÝÖŸÖ “ÖÖμÖ ÛúÖê	… व्यवधान)...
